LANGUAGE,GENDER
language_375,"[1, 1]"
language_376,"[1, 1]"
language_377,"[1, 1]"
language_378,"[1, 1]"
language_379,"[1, 1]"
language_380,"[1, 1]"
language_381,"[1, 1]"
language_382,"[1, 1]"
language_383,"[1, 1]"
language_384,"[0, 1]"
language_385,"[1, 1]"
language_386,"[1, 1]"
language_388,"[1, 1]"
language_389,"[1, 1]"
language_390,"[1, 1]"
language_391,"[1, 1]"
language_392,"[1, 1]"
language_393,"[1, 1]"
language_394,"[1, 1]"
language_396,"[1, 1]"
language_397,"[1, 1]"
language_398,"[1, 1]"
language_399,"[1, 1]"
language_400,"[1, 1]"
language_401,"[1, 1]"
language_402,"[1, 1]"
language_403,"[1, 1]"
language_404,"[1, 1]"
language_405,"[1, 1]"
language_406,"[0, 0]"
language_407,"[1, 1]"
language_408,"[1, 1]"
language_409,"[1, 1]"
language_410,"[1, 1]"
language_411,"[1, 1]"
language_412,"[1, 1]"
language_413,"[1, 1]"
language_414,"[0, 1]"
language_415,"[1, 1]"
language_416,"[1, 1]"
language_417,"[1, 1]"
language_418,"[1, 1]"
language_419,"[1, 0]"
language_420,"[1, 1]"
language_422,"[1, 1]"
language_423,"[1, 1]"
language_424,"[1, 1]"
language_425,"[1, 1]"
language_426,"[1, 1]"
language_427,"[0, 0]"
language_428,"[1, 1]"
language_429,"[1, 1]"
language_430,"[1, 1]"
language_431,"[1, 1]"
language_432,"[1, 1]"
language_433,"[1, 1]"
language_434,"[1, 1]"
language_435,"[1, 0]"
language_436,"[1, 1]"
language_437,"[1, 0]"
language_438,"[1, 1]"
language_439,"[1, 1]"
language_440,"[1, 1]"
language_441,"[0, 1]"
language_442,"[1, 1]"
language_443,"[1, 1]"
language_444,"[1, 0]"
language_445,"[1, 1]"
language_446,"[1, 1]"
language_447,"[1, 1]"
language_448,"[1, 1]"
language_449,"[1, 1]"
language_450,"[1, 1]"
language_451,"[1, 1]"
language_452,"[0, 1]"
language_453,"[1, 1]"
language_454,"[1, 0]"
language_455,"[0, 1]"
language_456,"[1, 1]"
language_457,"[1, 1]"
language_458,"[1, 1]"
language_459,"[0, 1]"
language_460,"[1, 1]"
language_461,"[0, 1]"
language_462,"[1, 1]"
language_463,"[0, 0]"
language_464,"[1, 1]"
language_465,"[1, 1]"
language_466,"[1, 1]"
language_467,"[1, 1]"
language_468,"[1, 1]"
language_469,"[1, 0]"
language_470,"[1, 1]"
language_472,"[1, 1]"
language_473,"[1, 1]"
language_474,"[1, 1]"
language_475,"[1, 1]"
language_476,"[1, 1]"
language_477,"[1, 1]"
language_478,"[1, 1]"
language_479,"[1, 1]"
language_480,"[0, 1]"
language_481,"[1, 1]"
language_483,"[1, 1]"
language_484,"[1, 1]"
language_485,"[1, 1]"
language_486,"[1, 0]"
language_487,"[1, 1]"
language_488,"[1, 1]"
language_489,"[1, 1]"
language_490,"[1, 1]"
language_491,"[1, 1]"
language_492,"[1, 1]"
language_493,"[1, 1]"
language_494,"[1, 1]"
language_495,"[1, 1]"
language_496,"[1, 1]"
language_497,"[1, 1]"
language_498,"[1, 1]"
language_499,"[1, 1]"
language_501,"[1, 1]"
language_502,"[1, 1]"
language_503,"[1, 1]"
language_504,"[1, 1]"
language_505,"[1, 1]"
language_506,"[1, 1]"
language_507,"[1, 1]"
language_508,"[1, 1]"
language_509,"[1, 1]"
language_510,"[1, 1]"
language_511,"[1, 1]"
language_512,"[1, 1]"
language_514,"[1, 0]"
language_515,"[1, 1]"
language_516,"[1, 1]"
language_517,"[1, 1]"
language_518,"[1, 1]"
language_519,"[1, 1]"
language_520,"[1, 1]"
language_521,"[1, 1]"
language_522,"[1, 1]"
language_523,"[1, 1]"
language_524,"[0, 1]"
language_525,"[1, 1]"
language_527,"[1, 1]"
language_528,"[1, 1]"
language_529,"[1, 1]"
language_531,"[1, 0]"
language_532,"[1, 1]"
language_533,"[1, 1]"
language_534,"[1, 1]"
language_535,"[1, 1]"
language_536,"[1, 1]"
language_537,"[1, 1]"
language_538,"[1, 1]"
language_539,"[1, 1]"
language_540,"[1, 1]"
language_541,"[1, 1]"
language_542,"[1, 1]"
language_543,"[1, 1]"
language_544,"[1, 1]"
language_545,"[1, 1]"
language_546,"[1, 1]"
language_548,"[0, 1]"
language_550,"[1, 1]"
language_551,"[1, 1]"
language_552,"[1, 1]"
language_553,"[1, 1]"
language_554,"[1, 1]"
language_555,"[1, 0]"
language_556,"[1, 1]"
language_557,"[1, 0]"
language_558,"[1, 1]"
language_559,"[1, 1]"
language_560,"[1, 1]"
language_561,"[1, 0]"
language_562,"[1, 1]"
language_563,"[1, 1]"
language_564,"[1, 1]"
language_565,"[1, 1]"
language_566,"[1, 1]"
language_567,"[1, 1]"
language_568,"[1, 0]"
language_569,"[1, 0]"
language_570,"[1, 1]"
language_571,"[1, 1]"
language_572,"[1, 1]"
language_573,"[1, 1]"
language_574,"[1, 1]"
language_575,"[1, 1]"
language_576,"[1, 1]"
language_577,"[1, 1]"
language_578,"[1, 1]"
language_579,"[1, 1]"
language_580,"[1, 1]"
language_581,"[1, 1]"
language_582,"[1, 1]"
language_583,"[1, 1]"
language_584,"[1, 1]"
language_585,"[1, 1]"
language_586,"[1, 1]"
language_587,"[1, 1]"
language_588,"[1, 1]"
language_589,"[1, 1]"
language_590,"[1, 1]"
language_591,"[1, 1]"
language_592,"[1, 1]"
language_593,"[1, 1]"
language_594,"[1, 1]"
language_595,"[1, 1]"
language_596,"[1, 1]"
language_597,"[1, 1]"
language_598,"[1, 1]"
language_599,"[1, 1]"
language_600,"[1, 1]"
language_601,"[1, 1]"
language_602,"[1, 1]"
language_603,"[0, 1]"
language_604,"[1, 1]"
language_605,"[1, 1]"
language_606,"[1, 1]"
language_607,"[1, 1]"
language_608,"[1, 1]"
language_609,"[1, 1]"
language_610,"[1, 1]"
language_611,"[1, 1]"
language_612,"[1, 1]"
language_613,"[1, 1]"
language_614,"[1, 1]"
language_615,"[1, 1]"
language_616,"[1, 1]"
language_617,"[1, 1]"
language_618,"[0, 1]"
language_619,"[1, 1]"
language_620,"[1, 1]"
language_621,"[1, 1]"
language_622,"[1, 0]"
language_623,"[1, 1]"
language_624,"[1, 1]"
language_625,"[1, 1]"
language_626,"[1, 1]"
language_627,"[0, 0]"
language_628,"[1, 1]"
language_629,"[1, 1]"
language_630,"[1, 1]"
language_631,"[1, 1]"
language_632,"[1, 1]"
language_633,"[1, 1]"
language_634,"[1, 1]"
language_635,"[1, 1]"
language_636,"[1, 1]"
language_637,"[1, 1]"
language_639,"[1, 1]"
language_640,"[0, 1]"
language_641,"[1, 1]"
language_642,"[1, 1]"
language_643,"[1, 1]"
language_644,"[1, 1]"
language_645,"[1, 1]"
language_646,"[1, 1]"
language_647,"[1, 1]"
language_648,"[1, 1]"
language_649,"[1, 1]"
language_650,"[1, 1]"
language_651,"[1, 1]"
language_653,"[1, 1]"
language_654,"[1, 1]"
language_655,"[1, 0]"
language_656,"[1, 1]"
language_657,"[0, 1]"
language_659,"[1, 1]"
language_660,"[1, 1]"
language_661,"[0, 1]"
language_662,"[1, 1]"
language_663,"[1, 1]"
language_664,"[1, 1]"
language_665,"[1, 1]"
language_666,"[1, 1]"
language_667,"[1, 1]"
language_668,"[1, 1]"
language_669,"[1, 0]"
language_670,"[1, 1]"
language_671,"[1, 1]"
language_672,"[1, 1]"
language_673,"[1, 1]"
language_674,"[1, 1]"
language_675,"[1, 1]"
language_676,"[1, 1]"
language_677,"[1, 1]"
language_678,"[1, 1]"
language_679,"[1, 1]"
language_680,"[1, 1]"
language_681,"[1, 1]"
language_682,"[1, 1]"
language_683,"[1, 1]"
language_684,"[0, 1]"
language_685,"[1, 0]"
language_686,"[1, 1]"
language_687,"[1, 1]"
language_688,"[1, 1]"
language_689,"[1, 1]"
language_690,"[1, 0]"
language_691,"[0, 0]"
language_692,"[1, 1]"
language_694,"[1, 1]"
language_695,"[1, 1]"
language_696,"[1, 1]"
language_697,"[1, 1]"
language_698,"[1, 1]"
language_699,"[1, 1]"
language_700,"[1, 1]"
language_701,"[1, 1]"
language_702,"[1, 1]"
language_703,"[1, 1]"
language_704,"[1, 1]"
language_705,"[1, 1]"
language_706,"[1, 1]"
language_707,"[1, 1]"
language_708,"[1, 0]"
language_709,"[1, 1]"
language_710,"[1, 1]"
language_711,"[1, 1]"
language_712,"[1, 1]"
language_713,"[1, 1]"
language_714,"[1, 1]"
language_715,"[0, 1]"
language_716,"[0, 0]"
language_718,"[1, 1]"
language_719,"[1, 1]"
language_720,"[1, 1]"
language_721,"[1, 1]"
language_723,"[1, 1]"
language_724,"[1, 1]"
language_725,"[1, 1]"
language_726,"[1, 1]"
language_727,"[1, 1]"
language_728,"[1, 1]"
language_729,"[1, 1]"
language_730,"[1, 1]"
language_731,"[1, 1]"
language_732,"[1, 1]"
language_733,"[1, 1]"
language_734,"[1, 1]"
language_735,"[1, 1]"
language_736,"[1, 1]"
language_737,"[1, 1]"
language_739,"[1, 1]"
language_740,"[1, 1]"
language_741,"[1, 1]"
language_742,"[1, 1]"
language_743,"[1, 1]"
language_745,"[1, 1]"
language_746,"[1, 1]"
language_747,"[0, 1]"
language_748,"[1, 1]"
language_749,"[1, 1]"
language_750,"[1, 1]"
language_751,"[1, 1]"
language_752,"[0, 1]"
language_753,"[1, 1]"
language_754,"[1, 1]"
language_755,"[1, 0]"
language_756,"[1, 1]"
language_757,"[1, 1]"
language_758,"[1, 1]"
language_759,"[1, 1]"
language_761,"[1, 1]"
language_762,"[1, 1]"
language_763,"[1, 1]"
language_764,"[1, 1]"
language_765,"[0, 1]"
language_767,"[1, 1]"
language_768,"[1, 1]"
language_769,"[1, 1]"
language_770,"[1, 0]"
language_771,"[1, 1]"
language_772,"[1, 1]"
language_773,"[1, 1]"
language_774,"[1, 1]"
language_775,"[1, 1]"
language_776,"[1, 1]"
language_777,"[1, 1]"
language_778,"[1, 1]"
language_780,"[1, 1]"
language_781,"[1, 1]"
language_782,"[0, 1]"
language_783,"[1, 1]"
language_784,"[1, 1]"
language_785,"[1, 1]"
language_786,"[1, 1]"
language_787,"[1, 1]"
language_788,"[1, 1]"
language_789,"[1, 1]"
language_790,"[1, 1]"
language_791,"[1, 1]"
language_792,"[1, 1]"
language_794,"[1, 1]"
language_795,"[1, 1]"
language_796,"[0, 1]"
language_797,"[1, 1]"
language_798,"[0, 1]"
language_799,"[1, 1]"
language_802,"[0, 1]"
language_803,"[1, 1]"
language_804,"[1, 1]"
language_805,"[1, 1]"
language_806,"[0, 1]"
language_807,"[0, 1]"
language_808,"[0, 1]"
language_810,"[1, 1]"
language_811,"[1, 1]"
language_812,"[1, 1]"
language_813,"[1, 1]"
language_814,"[1, 1]"
language_815,"[1, 0]"
language_816,"[1, 1]"
language_817,"[1, 1]"
language_818,"[1, 1]"
language_819,"[1, 1]"
language_820,"[1, 1]"
language_821,"[1, 1]"
language_822,"[1, 1]"
language_823,"[0, 1]"
language_824,"[1, 1]"
language_825,"[0, 1]"
language_826,"[1, 1]"
language_827,"[1, 1]"
language_829,"[1, 1]"
language_830,"[1, 1]"
language_831,"[1, 1]"
language_832,"[1, 1]"
language_835,"[1, 0]"
language_836,"[1, 1]"
language_837,"[0, 1]"
language_838,"[1, 1]"
language_840,"[1, 1]"
language_841,"[1, 1]"
language_842,"[0, 1]"
language_843,"[1, 1]"
language_844,"[1, 1]"
language_845,"[1, 1]"
language_846,"[0, 1]"
language_847,"[0, 1]"
language_848,"[1, 1]"
language_849,"[0, 1]"
language_850,"[1, 1]"
language_851,"[1, 1]"
language_852,"[1, 1]"
language_853,"[1, 1]"
language_855,"[0, 1]"
language_856,"[0, 1]"
language_857,"[1, 1]"
language_858,"[1, 1]"
language_859,"[1, 1]"
language_860,"[1, 1]"
language_862,"[1, 1]"
language_863,"[1, 1]"
language_864,"[1, 1]"
language_865,"[1, 1]"
language_866,"[1, 1]"
language_867,"[1, 1]"
language_868,"[1, 1]"
language_870,"[1, 1]"
language_871,"[1, 1]"
language_872,"[1, 1]"
language_873,"[1, 1]"
language_874,"[1, 1]"
language_875,"[1, 1]"
language_876,"[1, 1]"
language_877,"[1, 1]"
language_879,"[1, 1]"
language_880,"[1, 1]"
language_881,"[1, 1]"
language_882,"[0, 1]"
language_883,"[1, 1]"
language_884,"[1, 0]"
language_885,"[0, 1]"
language_887,"[0, 1]"
language_888,"[1, 1]"
language_889,"[1, 1]"
language_890,"[0, 0]"
language_891,"[1, 1]"
language_892,"[1, 1]"
language_894,"[1, 1]"
language_895,"[1, 1]"
language_896,"[1, 0]"
language_897,"[1, 1]"
language_898,"[1, 1]"
language_899,"[0, 1]"
language_900,"[1, 1]"
language_901,"[1, 1]"
language_902,"[1, 1]"
language_903,"[1, 1]"
language_904,"[0, 1]"
language_905,"[1, 1]"
language_906,"[0, 1]"
language_907,"[1, 1]"
language_908,"[1, 1]"
language_909,"[1, 1]"
language_910,"[1, 1]"
language_911,"[1, 1]"
language_912,"[0, 1]"
language_913,"[1, 1]"
language_914,"[1, 0]"
language_915,"[1, 1]"
language_916,"[1, 1]"
language_917,"[1, 1]"
language_918,"[1, 1]"
language_919,"[1, 1]"
language_920,"[1, 1]"
language_921,"[1, 1]"
language_922,"[0, 1]"
language_923,"[1, 1]"
language_924,"[1, 1]"
language_925,"[1, 1]"
language_926,"[1, 1]"
language_928,"[1, 1]"
language_929,"[1, 1]"
language_930,"[1, 1]"
language_931,"[1, 1]"
language_933,"[1, 1]"
language_934,"[1, 1]"
language_935,"[1, 1]"
language_936,"[1, 1]"
language_937,"[1, 0]"
language_938,"[1, 1]"
language_939,"[1, 1]"
language_940,"[1, 1]"
language_942,"[1, 1]"
language_943,"[1, 1]"
language_944,"[0, 1]"
language_946,"[1, 1]"
language_947,"[1, 1]"
language_948,"[1, 0]"
language_950,"[1, 1]"
language_951,"[1, 0]"
language_952,"[1, 1]"
language_953,"[0, 1]"
language_954,"[0, 1]"
language_955,"[1, 1]"
language_956,"[1, 1]"
language_957,"[0, 1]"
language_958,"[1, 1]"
language_959,"[0, 1]"
language_960,"[1, 1]"
language_962,"[1, 1]"
language_963,"[0, 1]"
language_964,"[1, 1]"
language_965,"[1, 0]"
language_966,"[1, 1]"
language_968,"[1, 1]"
language_969,"[1, 1]"
language_970,"[1, 1]"
language_971,"[1, 1]"
language_972,"[1, 1]"
language_973,"[1, 1]"
language_974,"[1, 1]"
language_975,"[1, 1]"
language_976,"[1, 1]"
language_977,"[1, 1]"
language_978,"[1, 1]"
language_979,"[1, 1]"
language_980,"[1, 1]"
language_981,"[1, 0]"
language_982,"[1, 1]"
language_983,"[0, 1]"
language_984,"[1, 1]"
language_986,"[1, 1]"
language_987,"[1, 0]"
language_988,"[1, 1]"
language_989,"[1, 1]"
language_990,"[1, 1]"
language_991,"[1, 1]"
language_993,"[1, 1]"
language_995,"[1, 1]"
language_996,"[1, 1]"
language_997,"[1, 1]"
language_998,"[1, 1]"
language_999,"[1, 1]"
language_1000,"[1, 1]"
